Gene,T1_fc,T1_padj,T2_fc,T2_padj,T3_fc,T3_padj,T4_fc,T4_padj,arabi-defline
Bradi2g28161,-1.263977567,NA,-0.866370429,NA,-0.191885493,0.995860336,0.872780908,NA,Concanavalin A-like lectin protein kinase family protein
Bradi2g28165,-0.600678522,NA,0.151987739,NA,0.5542203,0.995860336,3.052393331,NA,receptor lectin kinase
Bradi2g28170,0.173706881,0.60138991,0.453669956,0.063409656,0.333105571,0.961425976,-0.249244189,0.96447706,Ribosomal L29e protein family
Bradi2g28191,-2.49943367,NA,-0.514472988,NA,0.957734114,0.995860336,0.056218991,NA,NA
Bradi2g28212,0.362270446,0.789325866,-0.39966864,0.391094086,-0.178981504,0.995860336,-0.049805213,0.999968509,NA
Bradi2g28254,-1.807594496,1.46E-05,-0.549657636,0.066445462,0.230487065,0.995860336,0.279969411,0.999968509,metallothionein 2A
Bradi2g28296,-1.692176716,NA,-1.794415284,NA,1.338990958,0.995860336,0.372709226,NA,NA
Bradi2g28380,-0.076123489,0.936653556,0.466360273,0.220703793,0.366789877,0.995860336,0.296747515,0.996657027,RING/FYVE/PHD zinc finger superfamily protein
Bradi2g28390,0.294627414,0.468977686,-0.237067905,0.455161364,0.021981707,0.995860336,-0.001261936,0.999968509,Pentatricopeptide repeat (PPR) superfamily protein
Bradi2g28400,-0.067082942,0.916737081,0.068153603,0.80971961,-0.270824214,0.993461049,0.249103702,0.781450097,Plant protein of unknown function (DUF828)
Bradi2g28407,0.769673498,0.796682279,-0.430075645,0.528838661,0.073442336,0.995860336,0.479220693,0.985986298,NA
Bradi2g28415,-0.665680534,0.843933459,-0.328123615,NA,0.260442333,0.995860336,0.66729418,NA,DNAse I-like superfamily protein
Bradi2g28421,-0.274029813,0.662803821,-0.149009278,0.686304299,0.003476324,0.99943406,0.088430503,0.999968509,NA
Bradi2g28427,0.382844342,0.066641476,0.136020082,0.597574534,0.041685822,0.995860336,-0.004585495,0.999968509,"E3 ubiquitin ligase, putative"
Bradi2g28430,1.684223354,NA,0.156418527,NA,-0.318344767,0.995860336,0.35133159,NA,NA
Bradi2g28434,-0.087740967,0.955576141,0.587350209,0.14649583,0.576063755,0.993288321,-0.095229647,0.999968509,NA
Bradi2g28441,0.041744226,0.950028392,0.222007804,0.455911903,0.158397748,0.995860336,-0.043263327,0.999968509,NA
Bradi2g28450,0.342066047,0.062240702,0.287291545,0.062738458,0.182815149,0.995860336,-0.076816152,0.999968509,"AMP deaminase, putative / myoadenylate deaminase, putative"
Bradi2g28460,0.140306064,0.650746827,0.210433364,0.151276012,0.239215985,0.995860336,-0.3419815,0.860577881,UbiA prenyltransferase family protein
Bradi2g28465,2.239165911,NA,0.689931227,NA,0.694962379,0.995860336,0.849383693,NA,Ribonuclease H-like superfamily protein
Bradi2g28470,2.213045676,NA,-1.217850753,NA,0.377816047,0.995860336,-0.220080034,0.999968509,Stress induced protein
Bradi2g28480,NA,NA,-4.288642166,NA,-1.268698969,0.995860336,0.218271767,NA,Stress induced protein
Bradi2g28546,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradi2g28613,-0.247879018,0.518989615,-0.289448012,0.389336212,-0.103731509,0.995860336,0.094872171,0.999968509,NA
Bradi2g28680,0.328844493,0.203229286,0.628146056,0.00070808,0.335553927,0.553410553,-0.197571261,0.995640571,metallopeptidase M24 family protein
Bradi2g28781,0.482905439,0.574446244,0.206772037,0.607774135,0.320955612,0.995860336,0.125576999,0.999968509,NA
Bradi2g28880,0.061754045,0.865335264,0.2364033,0.426557454,0.136859954,0.995860336,0.231356393,0.864657178,NA
Bradi2g28886,-0.083011317,0.916737081,0.332277214,0.079951759,-0.102508409,0.995860336,0.320403047,0.583354264,NA
Bradi2g28890,0.098856992,0.707437665,-0.135459547,0.548156212,0.094520584,0.995860336,-0.116625254,0.999968509,RAN binding protein 1
Bradi2g28900,0.039399584,0.929906666,0.039345851,0.8473335,-0.160371861,0.995860336,0.084079785,0.999968509,NA
Bradi2g28910,-0.112531266,0.915077137,-0.016799359,0.979469927,-0.084449542,0.995860336,0.45213599,0.960017313,myb domain protein 73
Bradi2g29010,1.781949911,NA,NA,NA,-3.162315014,0.995860336,2.163284561,NA,Integrase-type DNA-binding superfamily protein
Bradi2g29110,-0.642062342,0.654773644,-0.025208326,0.974200011,0.536033538,0.995860336,0.437750757,0.974148796,Protein of unknown function (DUF640)
Bradi2g29149,-0.192558039,0.804140966,-0.483972752,0.343756225,0.14553588,0.995860336,1.381998934,0.151640245,NA
Bradi2g29227,0.413074357,0.708834336,-0.145617177,0.874558601,0.63833878,0.995860336,0.639208927,0.999968509,NA
Bradi2g29278,0.052046612,0.985691708,0.157834251,NA,-0.061398472,0.995860336,-0.254284736,0.999968509,NA
Bradi2g29330,NA,NA,NA,NA,NA,NA,-2.992990433,NA,Glutaredoxin family protein
Bradi2g29342,-0.246340865,0.347201025,-0.253689397,0.479388741,-0.140877517,0.995860336,-0.011373975,0.999968509,NA
Bradi2g29350,-0.211782048,0.462004378,0.038750711,0.865677727,-0.035221163,0.995860336,-0.015812734,0.999968509,pentatricopeptide (PPR) repeat-containing protein
Bradi2g29750,0.475718993,0.046920282,0.313843667,0.01869303,0.183001182,0.966492319,-0.012643485,0.999968509,Tetratricopeptide repeat (TPR)-like superfamily protein
Bradi2g29816,-0.164199142,0.942412907,-0.208796654,NA,-0.507621085,0.995860336,0.449126373,0.999968509,NA
Bradi2g29882,NA,NA,0.479150169,NA,0.634515472,0.995860336,-0.021523419,NA,copper ion binding;electron carriers
Bradi2g29916,-0.236602963,NA,-0.941032559,NA,0.01708509,0.998483262,0.176724372,0.999968509,NA
Bradi2g29950,NA,NA,NA,NA,NA,NA,NA,NA,DNA repair metallo-beta-lactamase family protein
Bradi2g29960,0.06869131,0.928504318,0.516275471,0.048882483,-0.585698471,0.863298806,0.110910175,0.999968509,Integrase-type DNA-binding superfamily protein
Bradi2g30060,1.130345573,NA,-1.091940112,NA,0.764130126,0.995860336,NA,NA,NA
Bradi2g30160,NA,NA,NA,NA,NA,NA,NA,NA,Ribosomal protein S5/Elongation factor G/III/V family protein
Bradi2g30190,-0.042295685,0.92190055,-0.05600383,0.748539868,0.084381751,0.995860336,-0.035396153,0.999968509,sorting nexin 2B
Bradi2g30220,-0.542975726,0.68054678,-1.093026357,0.055802598,0.070501183,0.995860336,0.342277854,0.999968509,NA
Bradi2g30271,0.919849531,0.564969326,0.309801782,NA,-0.013083916,0.998704849,0.570621264,0.999968509,NA
Bradi2g30321,-0.010516643,0.996395521,0.175226297,NA,0.077361283,0.995860336,-0.149221427,0.999968509,NA
Bradi2g30370,0.045817028,0.935325565,0.089294687,0.682001705,0.227317397,0.995860336,-0.557943529,0.364153192,Heavy metal transport/detoxification superfamily protein 
Bradi2g30373,-2.666090498,NA,-0.756046795,NA,-1.44561739,0.995860336,0.213036619,NA,NA
Bradi2g30376,-1.503648129,NA,NA,NA,NA,NA,NA,NA,NA
Bradi2g30380,-2.771489444,0.277074776,-2.341684055,NA,-0.341908085,0.995860336,0.448931339,0.999968509,Major facilitator superfamily protein
Bradi2g30390,-0.203308746,0.847824236,-0.009298217,0.984396962,-0.121835569,0.995860336,0.249195033,0.999968509,Uncharacterised protein family (UPF0497)
Bradi2g30400,-0.431950416,0.60273343,-0.12018294,0.525947522,-0.04091677,0.995860336,-0.446493626,0.838545059,plastid transcriptionally active 16
Bradi2g30410,-0.329144365,0.557910044,-0.043182227,0.875113533,-0.267489133,0.94510845,0.008777989,0.999968509,Ankyrin repeat family protein
Bradi2g30423,-0.495966377,0.806868632,-0.91655903,0.105931691,-0.08585399,0.995860336,0.209848611,0.999968509,AT-hook motif nuclear-localized protein 20
Bradi2g30437,-0.431958861,0.917098234,-0.095448405,NA,-1.008592391,0.995860336,-0.658808401,0.999968509,peptide transporter 2
Bradi2g30448,0.408746127,0.718079946,0.084816875,0.858513174,0.062153663,0.995860336,0.136448024,0.999968509,Ribonuclease H-like superfamily protein
Bradi2g30460,-0.676454284,0.029605992,-0.111153104,0.682431062,0.068650382,0.995860336,0.164135691,0.999968509,NA
Bradi2g30465,0.063182261,0.899961061,-0.034641632,0.920103946,0.022842125,0.995860336,0.224439065,0.888075928,EPS15 homology domain 1
Bradi2g30467,0.034895916,0.983470286,0.132479244,0.798905783,-0.010402666,0.997480472,0.117357255,0.999968509,NA
Bradi2g30470,0.153568274,0.740863312,-0.151712282,0.462714846,0.034098641,0.995860336,-0.109946261,0.999968509,DNA-binding storekeeper protein-related
Bradi2g30475,-0.338821158,NA,-1.61428628,NA,-0.301347314,0.995860336,2.288855913,NA,NA
Bradi2g30480,0.238493559,0.417260578,0.139392271,0.517506811,0.19609871,0.995860336,-0.010188982,0.999968509,NA
Bradi2g30485,-0.27733297,0.78001232,-0.39304123,0.391338347,0.611775105,0.995860336,-0.382139702,0.999968509,NA
Bradi2g30490,-1.034469146,0.006216975,-0.355963054,0.067453929,-0.61965351,0.04853639,-0.184694028,0.999968509,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Bradi2g30500,-0.043762,0.937378793,0.066494813,0.795188721,-0.015339021,0.995860336,0.045034129,0.999968509,RAB GTPase homolog A2B
Bradi2g30510,0.281787894,0.579434418,0.414534352,0.219779329,0.442338705,0.900703284,-0.213337337,0.999968509,uracil phosphoribosyltransferase
Bradi2g30522,-0.907940438,0.80332895,-0.672683683,NA,-0.112946157,0.995860336,0.062423714,0.999968509,NA
Bradi2g30530,0.406804208,0.808553515,-0.105863973,0.880002144,-0.614095174,0.995860336,0.103371819,0.999968509,AGAMOUS-like 23
Bradi2g30540,-0.251888406,0.593096455,0.011180682,0.969684254,-0.088177733,0.995860336,0.062394033,0.999968509,NA
Bradi2g30547,0.645283896,NA,0.813537607,NA,-0.646426629,0.995860336,0.361361368,NA,NA
Bradi2g30552,0.549390218,0.893052092,0.824413546,NA,1.140950475,0.995860336,-0.66246671,NA,NA
Bradi2g30560,0.251506491,0.371806928,0.301632443,0.013102418,0.097976163,0.995860336,-0.18022656,0.999968509,chloroplast heat shock protein 70-2
Bradi2g30567,-0.329898929,0.474372849,-0.001303989,0.996903291,-0.110347706,0.995860336,-0.035137339,0.999968509,Protein kinase superfamily protein
Bradi2g30580,0.135454936,0.515231501,0.243456576,0.451569832,0.303559403,0.927636968,-0.191942166,0.96447706,manganese superoxide dismutase 1
Bradi2g30590,0.628551391,0.060840124,0.330428289,0.044685892,0.508061015,0.614934845,-0.619236863,0.638687192,"N2,N2-dimethylguanosine tRNA methyltransferase"
Bradi2g30625,0.026034838,0.967941848,0.012181249,0.973838403,0.210404804,0.995860336,-0.126949452,0.999968509,NA
Bradi2g30695,-0.596876318,0.314383615,0.163211567,0.586603733,-0.273671414,0.995860336,0.321838461,0.999968509,WRKY DNA-binding protein 70
Bradi2g30800,-0.671316606,NA,0.766157566,NA,-1.433440738,0.995860336,0.919334039,NA,WRKY DNA-binding protein 55
Bradi2g30805,0.173912657,NA,-1.517943939,NA,0.102080809,0.995860336,0.097222013,NA,NA
Bradi2g30810,-0.136160784,0.734678623,0.07050815,0.724655365,-0.051966113,0.995860336,0.145948483,0.999968509,NA
Bradi2g30814,-0.457465783,0.905692275,-0.267251086,NA,0.073913503,0.995860336,0.188077718,0.999968509,NA
Bradi2g30818,-0.801793926,NA,0.912464769,NA,-0.05095594,0.995860336,0.944638906,NA,NA
Bradi2g30824,0.079381741,0.928504318,0.146417668,0.616933582,0.302112102,0.995860336,0.250972044,0.999968509,NA
Bradi2g30830,-0.793207779,NA,-0.889603276,NA,-2.676267573,0.995860336,0.419009958,NA,ovate family protein 17
Bradi2g30841,-0.793207779,NA,NA,NA,NA,NA,NA,NA,copper ion binding;electron carriers
Bradi2g30850,-0.747042639,0.621469846,-0.896552787,0.136831348,0.277690959,0.995860336,0.526289346,0.984472866,AZA-guanine resistant1
Bradi2g30905,0.017521773,0.989812282,0.424193894,0.076395482,0.251487692,0.995860336,0.00211656,0.999968509,NA
Bradi2g30960,-2.335192479,NA,-3.791101336,NA,-1.75468197,0.995860336,NA,NA,ribosomal protein L2
Bradi2g30987,1.130345573,NA,NA,NA,NA,NA,-0.401361903,NA,NA
Bradi2g31015,NA,NA,NA,NA,NA,NA,-0.330611233,NA,SOS3-interacting protein 4
Bradi2g31042,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradi2g31070,-0.23683985,0.515092664,0.344311571,0.309525171,0.075332751,0.995860336,0.106228808,0.999968509,saposin B domain-containing protein
Bradi2g31072,-0.943688164,NA,1.321796056,NA,-0.368551406,0.995860336,0.906952712,NA,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
Bradi2g31075,0.545774605,0.593561262,0.213490842,0.651397483,0.464527555,0.995860336,0.559234331,0.759108081,NA
Bradi2g31080,-0.212315615,0.912981813,-0.127655308,0.846764957,0.011622001,0.997480472,0.401585035,0.999968509,NA
Bradi2g31083,0.039341157,0.970731603,0.011316286,0.979116753,0.009755624,0.997338131,0.228879522,0.999968509,NA
Bradi2g31084,-0.582676025,0.575537778,-0.19527158,0.680511315,0.14445418,0.995860336,-0.277999617,0.999968509,K-box region and MADS-box transcription factor family protein 
Bradi2g31087,0.484042838,0.805421537,-0.721446553,0.209268139,-0.27936062,0.995860336,0.043342648,0.999968509,NA
Bradi2g31100,0.055830188,0.863237633,-0.122532623,0.514633373,-0.044246118,0.995860336,-0.119181167,0.999968509,"Transcription factor IIA, alpha/beta subunit"
Bradi2g31104,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradi2g31107,0.316985997,0.194769162,0.317918557,0.15579746,0.063972164,0.995860336,-0.044342255,0.999968509,JUMONJI 14
Bradi2g31113,NA,NA,NA,NA,0.61010767,0.995860336,-1.289050708,NA,NA
Bradi2g31120,0.069983511,0.888840799,0.374200445,0.040108018,0.23741065,0.923547239,0.001901171,0.999968509,phosphoprotein phosphatase inhibitors
Bradi2g31130,-0.148607183,0.961959341,0.988109844,0.250932392,-0.826831,0.995860336,0.023302205,0.999968509,Arabidopsis Inositol phosphorylceramide synthase 1
Bradi2g31140,0.128641,0.752206423,0.157087877,0.448333597,0.057181812,0.995860336,-0.194860387,0.999968509,"plastid developmental protein DAG, putative"
Bradi2g31150,-0.540534067,NA,1.240506265,NA,2.950923108,0.995860336,-0.25435958,NA,VIRB2-interacting protein 1
Bradi2g31160,-0.051400201,0.961628701,-0.028048556,0.957001903,0.285515311,0.995860336,0.05352014,0.999968509,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
Bradi2g31166,-0.593453767,0.298647428,-0.799915944,0.073734785,-0.643884308,0.845881736,0.2745766,0.999968509,NA
Bradi2g31172,-0.465981206,0.155679333,-0.189083851,0.549462424,-0.438709375,0.678553832,0.110208481,0.999968509,NA
Bradi2g31180,-0.05280132,0.986087098,-0.676105363,0.244557878,-0.087881538,0.995860336,0.311985114,0.999968509,FAR1-related sequence 5
Bradi2g31190,-0.153841879,0.543814771,0.141853504,0.498980409,-0.068680939,0.995860336,0.06988024,0.999968509,GroES-like zinc-binding alcohol dehydrogenase family protein
Bradi2g31200,NA,NA,-0.231100221,NA,0.920610314,0.995860336,1.239096359,NA,Mo25 family protein
Bradi2g31210,0.30962259,0.680532551,0.183713663,0.653020118,0.010775625,0.996685019,-0.267232452,0.999968509,Tetratricopeptide repeat (TPR)-like superfamily protein
Bradi2g31220,-0.581674374,0.420656365,-0.344209069,0.404539718,-0.196451856,0.995860336,0.419577852,0.872271982,Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
Bradi2g31230,0.194269466,0.599598734,-0.178576713,0.525483206,-0.226037813,0.995860336,-0.143241557,0.999968509,NA
Bradi2g31240,-1.849081419,NA,-0.85407792,NA,1.535597274,0.995860336,0.207795108,NA,NA
Bradi2g31250,-0.031840141,0.946679743,0.178462391,0.486589139,-0.144461664,0.995860336,0.151503583,0.999968509,RING/U-box superfamily protein
Bradi2g31260,-0.128508053,0.927427635,-0.032849707,0.913706248,0.088236242,0.995860336,0.428713001,0.928190353,ZIP metal ion transporter family
Bradi2g31270,-0.22706351,0.681199963,0.233818835,0.257303231,-0.099061625,0.995860336,0.115741777,0.999968509,chaperone protein dnaJ-related
Bradi2g31276,1.188382222,NA,-0.562772158,NA,-0.115485036,0.995860336,0.653439257,0.999968509,Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein
Bradi2g31280,-1.115491221,NA,-2.090603701,NA,-1.75468197,0.995860336,-1.289050708,NA,NA
Bradi2g31380,0.169882589,0.841428249,-0.062626627,0.885879887,0.354642301,0.995860336,-0.003009276,0.999968509,NA
Bradi2g31430,NA,NA,NA,NA,0.61010767,0.995860336,NA,NA,RNA-directed DNA polymerase (reverse transcriptase)-related family protein
Bradi2g31480,-0.212808064,0.592611592,-0.382817927,0.175636922,0.015697374,0.995860336,-0.006876111,0.999968509,cytokinin response factor 4
Bradi2g31490,-0.346540944,0.605456172,-0.656790269,0.117905145,-0.492980896,0.900703284,0.060230335,0.999968509,Malectin/receptor-like protein kinase family protein
Bradi2g31500,-0.054789063,0.940121163,0.196505144,0.46392513,0.258705518,0.995860336,-0.530955528,0.995216768,NA
Bradi2g31510,-0.188074834,0.802937499,-0.470530362,0.050730779,-0.107795919,0.995860336,0.020796734,0.999968509,cinnamate-4-hydroxylase
Bradi2g31515,0.164416639,NA,2.115581523,NA,-1.220651104,0.995860336,-3.034368149,NA,NA
Bradi2g31520,0.298447989,0.605483317,0.248692903,0.490451991,0.126974401,0.995860336,-0.1313213,0.999968509,NA
Bradi2g31525,1.331621121,NA,1.691943167,NA,-1.411404568,0.995860336,0.681647698,NA,Ribonuclease H-like superfamily protein
Bradi2g31531,-1.135697042,0.765779873,-0.468097651,NA,0.13909847,0.995860336,0.005969638,NA,YELLOW STRIPE like 8
Bradi2g31535,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradi2g31540,-0.006072947,NA,0.508707793,NA,NA,NA,2.831703109,NA,Malectin/receptor-like protein kinase family protein
Bradi2g31550,0.099393118,0.853150823,0.179907479,0.27699692,-0.235670668,0.995860336,0.105151379,0.999968509,RING/U-box superfamily protein
Bradi2g31560,-0.097165241,0.867326056,0.178778469,0.393479877,0.007423049,0.997292831,-0.448279813,0.564633562,Pentatricopeptide repeat (PPR) superfamily protein
Bradi2g31565,-0.641353779,0.734678623,0.082361299,NA,0.393337211,0.995860336,-0.247871449,NA,NA
Bradi2g31570,-0.029049056,0.979782618,0.079604821,0.682008292,-0.404260301,0.94510845,0.097319936,0.999968509,ubiquitin-conjugating enzyme 25
Bradi2g31573,1.130345573,NA,-1.148678282,NA,-0.232241363,0.995860336,-0.331019663,NA,NA
Bradi2g31576,-0.796810906,0.489236481,-0.169283157,0.802988476,-0.471316045,0.995860336,-0.083369931,0.999968509,NA
Bradi2g31580,0.299919974,0.263430362,0.362839021,0.021266353,0.172657767,0.995860336,-0.286740418,0.999968509,minichromosome maintenance (MCM2/3/5) family protein
Bradi2g31590,-0.016333229,0.987635561,-0.543660252,0.033839543,0.488908225,0.966492319,0.115777996,0.999968509,Glycine-rich protein family
Bradi2g31600,0.470764002,0.893917257,-0.235421108,NA,-0.755210895,0.995860336,0.039964186,NA,Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein
Bradi2g31611,-3.027078525,NA,-2.902861048,NA,0.61010767,0.995860336,NA,NA,ribosomal protein S19
Bradi2g31620,-0.540492999,NA,-3.033022401,NA,0.690295248,0.995860336,-0.214007271,NA,AGC kinase 1.5
Bradi2g31630,0.115068445,0.904949616,0.26688882,0.375751366,0.222334889,0.995860336,0.369673627,0.962919839,NA
Bradi2g31635,-1.503648129,NA,-0.418900598,NA,-0.217399942,0.995860336,-2.748103277,NA,Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein
Bradi2g31640,-0.149663864,0.727213269,-0.095615834,0.625198911,-0.182681574,0.995860336,0.077067622,0.999968509,Protein with RING/U-box and TRAF-like domains
Bradi2g31645,0.670388643,0.416795494,0.207297655,0.726267082,-0.093262646,0.995860336,0.685032865,0.243460068,NA
Bradi2g31650,NA,NA,-2.090603701,NA,NA,NA,NA,NA,lysine histidine transporter 1
Bradi2g31660,0.264844473,0.398721388,0.34041985,0.023764388,0.289722253,0.988580697,-0.423875397,0.571794147,Glucose-6-phosphate/phosphate translocator-related
Bradi2g31670,-0.735593008,0.484506995,0.008528593,0.990395843,-0.129564868,0.995860336,-0.351318823,0.999968509,RING/U-box superfamily protein
Bradi2g31680,0.549157098,0.168361353,0.603584906,0.040331382,0.286753722,0.995860336,-0.269714715,0.954351363,Profilin family protein
Bradi2g31690,-0.054798651,0.913290813,0.40157047,0.07568667,0.311699875,0.995860336,-0.457414426,0.613330419,Cellulase (glycosyl hydrolase family 5) protein
Bradi2g31693,-0.037188581,0.981061904,0.142619961,0.782036213,-0.51616913,0.995860336,-0.165008493,0.999968509,NA
Bradi2g31700,-0.765830205,0.508156897,-0.344725269,0.213738532,-0.044057533,0.995860336,-0.019760391,0.999968509,Uncharacterised protein family (UPF0497)
Bradi2g31710,-0.111598322,0.919454466,0.303398076,0.205818843,0.150599065,0.995860336,-0.430677801,0.999968509,NIN like protein 7
Bradi2g31715,0.201004218,0.602814908,0.163719858,0.55996633,0.133035411,0.995860336,-0.00358464,0.999968509,NA
Bradi2g31720,NA,NA,NA,NA,NA,NA,-1.289050708,NA,YELLOW STRIPE like 7
Bradi2g31730,-2.829449562,NA,0.273763965,NA,-0.062745543,0.995860336,1.171488403,0.864657178,Protein of unknown function (DUF620)
Bradi2g31733,-0.728148956,0.577877289,-0.230648121,0.657404598,-0.032048333,0.995860336,0.363102974,0.924455066,NA
Bradi2g31735,-0.027907056,0.995525594,-0.418385545,NA,0.59297484,0.995860336,-0.496840545,NA,NA
Bradi2g31737,-0.442312351,0.72465617,-0.411717309,0.590857139,-1.05171537,0.806034754,-0.017931512,0.999968509,NA
Bradi2g31740,0.248621151,0.596589542,0.013273352,0.964646868,0.055336156,0.995860336,0.081984391,0.999968509,Coatomer epsilon subunit
Bradi2g31750,NA,NA,NA,NA,NA,NA,NA,NA,Plant invertase/pectin methylesterase inhibitor superfamily protein
Bradi2g31760,-6.330183217,0.008812389,NA,NA,0.401549263,0.995860336,3.203801025,NA,expansin A17
Bradi2g31770,-0.996940625,0.00877329,0.140081032,0.571433911,-0.001237959,0.999555887,0.282053354,0.999968509,Sec14p-like phosphatidylinositol transfer family protein
Bradi2g31780,0.05668988,0.961628701,-0.642924364,0.141866233,0.399438769,0.995860336,-0.029440244,0.999968509,NA
Bradi2g31790,-0.034944409,0.95182218,-0.242358473,0.437457951,-0.159489856,0.995860336,0.06404701,0.999968509,RNAse THREE-like protein 2
Bradi2g31793,0.168277999,0.719003953,-0.335445589,0.242708841,-0.096947637,0.995860336,-0.132063734,0.999968509,NA
Bradi2g31796,NA,NA,NA,NA,-1.75468197,0.995860336,NA,NA,NA
Bradi2g31800,-0.065614079,0.932596294,-0.473862357,0.018133504,-0.321582279,0.995860336,-0.107013026,0.999968509,tonoplast intrinsic protein 4;1
Bradi2g31803,0.497327235,NA,-0.508167058,NA,0.300765502,0.995860336,-0.747959482,NA,NA
Bradi2g31806,1.062500612,NA,-0.635179192,NA,-0.801236114,0.995860336,-0.916505909,NA,NA
Bradi2g31810,0.137102767,0.800937932,0.363850623,0.135316654,0.189729212,0.995860336,-0.068558393,0.999968509,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily protein
Bradi2g31815,-0.532815747,NA,1.863066998,NA,0.347105261,0.995860336,1.989108999,NA,NA
Bradi2g31820,-0.263488634,0.479770668,-0.152584338,0.43344863,-0.316151504,0.441399813,0.250603736,0.734646245,phytochrome-associated protein 2
Bradi2g31830,0.488646942,0.008780772,0.485427755,0.040521717,0.155018821,0.995860336,0.077693558,0.999968509,catalytics
Bradi2g31850,NA,NA,NA,NA,NA,NA,NA,NA,C2H2 and C2HC zinc fingers superfamily protein
Bradi2g31860,0.158728555,0.72846386,-0.137884845,0.670167715,-0.07975953,0.995860336,0.069458069,0.999968509,zinc finger (MYND type) family protein / programmed cell death 2 C-terminal domain-containing protein
Bradi2g31865,NA,NA,0.480490044,NA,NA,NA,-0.33066092,NA,NA
Bradi2g31870,-0.336948219,0.283428642,-0.328861158,0.122371953,-0.260545614,0.882337727,0.040877978,0.999968509,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Bradi2g31880,1.464265029,NA,1.275960192,NA,3.971961738,0.966492319,0.163225893,NA,NA
Bradi2g31883,-0.145996009,0.940493404,0.060817742,0.94632519,0.103236981,0.995860336,0.593662816,0.980976874,NA
Bradi2g31887,0.282237444,0.58002613,0.365257269,0.017713653,0.146372538,0.995860336,-0.436630156,0.938516795,Homeodomain-like protein
Bradi2g31900,-0.634098615,0.363909129,-0.339006352,0.503953144,-0.593878785,0.995860336,0.104659172,0.999968509,EF hand calcium-binding protein family
Bradi2g31903,0.08888434,0.971870165,0.156123208,0.821997492,0.080634994,0.995860336,-0.530757203,0.999968509,NA
Bradi2g31907,-0.793207779,NA,-1.352825033,NA,-0.239757686,0.995860336,0.632413257,NA,NA
Bradi2g31910,-0.10181229,0.924680304,-0.518759046,0.010882144,-0.129809929,0.995860336,-0.120218787,0.999968509,ABC-2 type transporter family protein
Bradi2g31920,0.098395736,0.753031217,0.233299355,0.125014908,0.073113762,0.995860336,0.087094721,0.999968509,NA
Bradi2g31930,0.360147722,0.197377143,0.413143231,0.160201126,0.312109049,0.891436753,0.069507486,0.999968509,rhomboid-like protein 11
Bradi2g31937,-1.069764623,0.381282856,-0.473646001,0.150606289,0.119953036,0.995860336,-0.614758095,0.911532762,NA
Bradi2g31950,0.457733086,0.836201264,0.122634509,NA,-0.061009894,0.995860336,0.034691654,NA,Pollen Ole e 1 allergen and extensin family protein
Bradi2g31953,0.150157382,0.754968839,0.255693022,0.251418206,0.361015751,0.954131895,0.105751655,0.999968509,NA
Bradi2g31957,-0.221301312,0.815554486,-0.912105182,0.005134474,-1.217808707,0.643044834,-0.833825695,0.848576755,SLAC1 homologue 3
Bradi2g31967,0.557902741,0.152178617,0.292199231,0.225666938,-0.079644306,0.995860336,-0.472023737,0.962919839,RAD3-like DNA-binding helicase protein
Bradi2g31973,0.208050466,0.914496003,-0.543439914,0.236056227,-0.023548976,0.995907693,-0.079050766,0.999968509,pol-like 5
Bradi2g31980,0.440723821,0.226793484,0.090579714,0.695788682,0.129164798,0.995860336,-0.221989783,0.999968509,arabinogalactan protein 16
Bradi2g31985,0.466730665,0.630555502,-0.404853617,0.326711468,0.083728846,0.995860336,-0.384490586,0.976965099,NA
Bradi2g31990,0.170153982,0.770481064,0.17014779,0.332303308,-0.179623892,0.995860336,-0.024206594,0.999968509,proline extensin-like receptor kinase 1
Bradi2g32027,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradi2g32062,NA,NA,-0.182612368,NA,NA,NA,0.632413257,NA,ubiquitin-specific protease 12
Bradi2g32098,1.018858287,0.689704805,0.50285459,NA,-0.040153916,0.995860336,0.323986925,0.999968509,NA
Bradi2g32134,0.169078089,NA,0.589413006,NA,-3.222821319,0.995860336,0.917374635,NA,damaged DNA binding protein 1A
Bradi2g32210,-1.414720667,NA,0.515815289,NA,-0.125985521,0.995860336,0.635296768,NA,RNI-like superfamily protein
Bradi2g32220,-0.018822064,0.975045985,-0.196195544,0.372320481,-0.247897782,0.993461049,-0.07149834,0.999968509,TRICHOME BIREFRINGENCE-LIKE 26
Bradi2g32225,NA,NA,-2.090603701,NA,NA,NA,NA,NA,NA
Bradi2g32230,-0.336667805,0.553417991,0.639995888,0.066832445,-0.503785297,0.818625602,0.241170383,0.999968509,Nodulin MtN3 family protein
