Gene,T1_fc,T1_padj,T2_fc,T2_padj,T3_fc,T3_padj,T4_fc,T4_padj,arabi-defline
Bradi3g34231,-0.297915837,0.88126116,-0.828829003,0.155137794,-0.747898678,0.516138013,0.231928061,0.633408394,NA
Bradi3g34240,0.1434488,0.642625922,0.201776354,0.101208529,-0.346896303,0.627115533,-1.65449541,6.84E-06,Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein
Bradi3g34245,0.221196368,0.726553821,-0.149602512,0.578507093,-0.446123974,0.491229218,-0.711077273,0.008014223,shikimate kinase like 2
Bradi3g34250,0.001560097,0.996083896,0.157006365,0.170249293,0.110997623,0.715049192,0.230180255,0.002874754,WWE protein-protein interaction domain protein family
Bradi3g34260,0.179939195,0.614394231,0.258916282,0.181519256,-0.009181434,0.9892316,0.222304174,0.070740366,phospholipid/glycerol acyltransferase family protein
Bradi3g34270,-0.046138289,0.928278042,-0.279701092,0.046391647,-0.242576431,0.403568425,-0.215173565,0.033839007,Target of Myb protein 1
Bradi3g34273,0.605915573,0.722037499,-0.545784166,0.31949664,0.122597244,0.932776759,-0.117251617,0.922733273,NA
Bradi3g34280,0.138439476,0.816906854,-0.093841025,0.740067647,-0.241411475,0.407991894,0.21522438,0.330893725,NAD(P)-binding Rossmann-fold superfamily protein
Bradi3g34290,-0.096788437,0.833191192,0.411059832,2.09E-05,0.037131215,0.932155684,0.2379096,0.050736511,NA
Bradi3g34295,0.06469379,0.867724918,-0.363426054,0.002113077,0.134496004,0.646962228,0.243044596,0.129038027,Plant protein of unknown function (DUF827)
Bradi3g34300,0.093353852,0.892642968,-0.307382882,0.072478145,-0.413554453,0.014016458,-1.046182176,1.28E-31,VQ motif-containing protein
Bradi3g34305,0.582779686,0.711086834,-0.835636663,0.050668894,-0.454806657,0.480889572,-1.07623776,0.001003515,NA
Bradi3g34310,-0.014813419,0.978777918,-0.289693207,0.026429519,-0.228389565,0.151423557,-0.114411503,0.313002918,NA
Bradi3g34315,-0.398460967,0.875698391,0.030230858,0.965078077,0.004503679,0.997515187,0.288516384,0.407480406,Ribonuclease H-like superfamily protein
Bradi3g34320,-0.11610129,0.795838819,-1.038065305,2.59E-15,-0.39302795,0.396593079,-0.641906872,0.000119556,Tetratricopeptide repeat (TPR)-like superfamily protein
Bradi3g34340,0.074318939,0.93019116,0.282865885,0.134099424,0.178822716,0.55096534,0.303234357,0.07031159,sulfoquinovosyldiacylglycerol 1
Bradi3g34350,-0.03430529,0.950543729,-0.020101413,0.930561438,-0.464375031,0.266119924,-1.125008006,1.38E-07,"Inositol 1,3,4-trisphosphate 5/6-kinase family protein"
Bradi3g34360,0.06073326,0.86376935,-0.248548936,0.043582351,-0.209513173,0.602943597,-0.22114276,0.033084005,Complex I subunit NDUFS6
Bradi3g34370,-0.226829926,0.839342876,-0.073898905,0.794627762,0.203650635,0.767264118,0.10074683,0.654296623,NA
Bradi3g34375,-0.39163429,0.779264311,-0.154926644,0.748321478,-0.857915804,0.260460485,-0.210869653,0.461784841,NA
Bradi3g34380,-0.053696115,0.97569136,0.105430799,0.843900045,-0.196668552,0.844783971,-0.08357616,0.831056889,Calcium-binding EF-hand family protein
Bradi3g34387,0.153421166,0.636707113,0.264464055,0.053908304,0.073471943,0.858149402,0.220571938,0.019955034,ARM repeat superfamily protein
Bradi3g34400,-0.00856141,0.992571445,-0.361424085,0.047808204,-0.153881214,0.628319892,-0.239243771,0.233102827,Plastid-lipid associated protein PAP / fibrillin family protein
Bradi3g34410,-0.069911099,0.966821189,-0.07903259,0.885617063,-0.380399683,0.435354167,-0.605563243,0.019697396,homeobox-7
Bradi3g34450,0.14477814,0.616003424,0.51236255,6.61E-05,0.423150169,0.075943705,0.272555214,0.041900739,DNAJ heat shock N-terminal domain-containing protein
Bradi3g34457,0.096335621,0.83429609,0.163578248,0.268893262,0.083520323,0.86247025,-1.01643043,0.001385382,PEP1 receptor 1
Bradi3g34470,-0.178658848,0.750876624,0.162315684,0.49432875,-0.091718186,0.872943081,-0.160829659,0.515296068,PEP1 receptor 1
Bradi3g34481,-0.063171625,0.933776949,-0.172277465,0.445407544,-0.05867974,0.90425722,-0.376109418,0.014328639,NA
Bradi3g34490,0.134195998,0.643008164,-0.375110084,0.031431542,0.05747482,0.894079939,0.536394681,0.012990987,cellulose synthase-like D3
Bradi3g34495,-0.000482777,0.99988188,0.126941739,0.835177713,1.212165884,0.088958511,0.295245111,0.369171972,Pentatricopeptide repeat (PPR) superfamily protein
Bradi3g34500,0.081062173,0.822780696,0.052223993,0.714735002,0.056859097,0.841049791,0.184150844,0.008263797,Proteasome component (PCI) domain protein
Bradi3g34510,0.174365159,0.75146332,-0.192720097,0.384388431,-0.237603168,0.484428858,-0.529574827,0.006974333,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Bradi3g34517,-1.318404515,0.094459071,0.573401227,0.179827512,-0.464645633,0.516882075,-0.781799635,0.001610021,"membrane protein, putative"
Bradi3g34524,-0.114393191,0.833941331,0.182496515,0.265099884,-0.2607878,0.425924432,-0.810235808,1.83E-07,phosphorylcholine cytidylyltransferase2
Bradi3g34531,0.468410282,0.74980584,-0.020661834,0.968875332,0.616408979,0.358673857,-0.116626884,0.705744276,AMP-dependent synthetase and ligase family protein
Bradi3g34540,-0.082223479,0.815694275,-0.112739301,0.426482959,-0.088227178,0.756220283,-0.136960185,0.445489401,early-responsive to dehydration stress protein (ERD4)
Bradi3g34550,0.064835816,0.792778211,0.064301593,0.747582691,0.223020448,0.429158613,0.208798434,0.032749704,Major facilitator superfamily protein
Bradi3g34557,-0.000627995,0.999127216,-0.032372134,0.803526704,-0.023935455,0.955962061,-0.043147902,0.576259839,"NADH:ubiquinone oxidoreductase, 17.2kDa subunit"
Bradi3g34567,NA,NA,0.044566457,NA,1.771161431,0.081616175,NA,NA,WRKY DNA-binding protein 35
Bradi3g34580,0.01387971,0.983799801,-0.059252517,0.69603717,0.001215267,0.99803676,0.085759227,0.469727091,Ribosomal protein L35
Bradi3g34590,-0.047910948,0.933995744,0.106276619,0.542804915,0.200889694,0.246047572,0.25660851,0.000494872,peptide transporter 2
Bradi3g34600,0.156050384,0.752975403,-0.052911288,0.853398778,0.012879339,0.983385478,0.263042643,0.32402004,peptide transporter 2
Bradi3g34610,0.391536838,0.519808351,0.277633515,0.233950388,0.110772767,0.734680038,-0.246584061,0.310598592,serine carboxypeptidase-like 10
Bradi3g34615,0.184470171,0.753704719,0.634559507,0.061435622,0.780817064,0.000798498,0.649950975,0.024145098,serine carboxypeptidase-like 4
Bradi3g34617,NA,NA,-0.01651169,0.988399971,-0.648003447,0.648270606,-0.077762661,0.907809142,NA
Bradi3g34620,0.058162018,0.8257907,0.320148591,0.003028056,0.269239415,0.008618539,0.349488412,0.005053164,clathrin adaptor complexes medium subunit family protein
Bradi3g34628,-0.480864349,0.797221856,-0.482775605,0.075687636,-0.523043616,0.228489741,0.089456443,0.687233398,gamma-irradiation and mitomycin c induced 1
Bradi3g34641,-0.676455757,0.002330081,-1.023413568,5.47E-10,-0.303522485,0.187411891,-0.067798311,0.603017321,NA
Bradi3g34646,0.137588721,0.546052113,0.105918102,0.318388224,0.085262316,0.787416355,0.278522771,0.003713113,sirohydrochlorin ferrochelatase B
Bradi3g34653,NA,NA,NA,NA,1.919818649,0.223068212,-0.268414961,0.740708814,NA
Bradi3g34660,0.023789635,0.987635949,0.40801557,0.006516574,0.029587213,0.961793236,-0.063900539,0.688500309,Xanthine/uracil permease family protein
Bradi3g34670,-0.232294709,0.742949027,-0.1781357,0.322153178,-0.642819079,0.06439505,-0.512888399,0.000603718,Tesmin/TSO1-like CXC domain-containing protein
Bradi3g34680,-0.364886195,0.415677272,-0.208881865,0.282667124,-0.143399196,0.623542332,-0.040610165,0.845219445,Iron-sulphur cluster biosynthesis family protein
Bradi3g34697,-0.276866095,0.709716597,-0.010564655,0.974346422,0.033894287,0.951322083,0.039496286,0.884662962,NB-ARC domain-containing disease resistance protein
Bradi3g34707,NA,NA,1.362242884,NA,3.429738508,0.059835847,2.136912001,0.007116094,carotenoid cleavage dioxygenase 1
Bradi3g34722,-0.218378396,0.67075406,0.29396846,0.087690081,-0.060246731,0.932701534,0.182461936,0.536726756,NB-ARC domain-containing disease resistance protein
Bradi3g34723,-0.078941136,0.908963929,0.252455475,0.108671529,0.245355341,0.32106736,0.198038565,0.096452179,NB-ARC domain-containing disease resistance protein
Bradi3g34727,-0.595692499,0.623517394,-0.179289722,0.732443783,0.091737924,0.911278124,-0.281676967,0.466894577,carotenoid cleavage dioxygenase 1
Bradi3g34737,-0.093681701,0.926730753,0.65907656,4.55E-09,-0.031452745,0.937017346,0.543620362,0.000104031,Protein of unknown function (DUF810)
Bradi3g34750,-0.363802143,0.074029568,0.194405587,0.532748543,0.211761484,0.480231586,0.737940385,0.001324234,Sulfite exporter TauE/SafE family protein
Bradi3g34757,0.217475382,0.87272878,0.138132358,0.720057427,0.434604249,0.308816903,0.069183805,0.817225309,Sulfite exporter TauE/SafE family protein
Bradi3g34765,-0.034247422,0.971577435,-0.35111341,0.114795566,0.012866233,0.985954993,0.040489143,0.884375104,NA
Bradi3g34771,-0.16748704,0.822164206,-0.251132793,0.560820539,-0.14485704,0.813782603,0.651669552,0.005976412,NA
Bradi3g34780,0.009168418,0.989797532,0.046740483,0.816820856,-0.071335828,0.903044146,0.270899404,0.010141927,NA
Bradi3g34800,-0.054867058,0.91443671,0.272210647,0.017357123,-0.049831095,0.916223001,0.11868528,0.320090725,golgin candidate 4
Bradi3g34810,-0.129012601,0.948869496,0.652678806,0.310181391,-0.434857898,0.687346887,NA,NA,Concanavalin A-like lectin protein kinase family protein
Bradi3g34820,0.05677658,0.938267138,-0.208471464,0.272190923,0.390096475,0.094180764,-0.127856081,0.502192764,manganese tracking factor for mitochondrial SOD2
Bradi3g34830,0.038826467,0.933776949,0.277195533,0.037160182,-0.106006549,0.72114968,0.237148312,0.243652591,Galactosyltransferase family protein
Bradi3g34840,-0.078256441,0.906486073,0.279527529,0.028473373,0.32372985,0.28433123,0.323961106,0.000410345,cytochrome B5-like protein
Bradi3g34850,-0.928986895,0.800724873,0.216155343,0.873837896,-0.739338831,0.213558827,-2.25519071,1.38E-25,WRKY family transcription factor
Bradi3g34860,0.035056313,0.906670046,-0.186348354,0.037006688,-0.173134439,0.441982829,-0.129422661,0.04280747,RNA-binding (RRM/RBD/RNP motifs) family protein
Bradi3g34870,2.547427514,0.30209479,-2.128281223,1.74E-05,NA,NA,-0.675516511,0.068824855,NA
Bradi3g34880,-0.094570357,0.83083542,0.063213973,0.700237088,0.132323475,0.709778857,-0.213771597,0.04589957,RING/FYVE/PHD zinc finger superfamily protein
Bradi3g34883,-0.097452426,0.975519529,0.246887311,0.800159364,0.602980367,0.624062032,0.257970373,0.674158994,NA
Bradi3g34890,0.018829219,0.979522992,0.070873832,0.599988541,-0.179475682,0.770798897,-0.842387465,3.30E-05,pleiotropic drug resistance 12
Bradi3g34895,-0.227923221,0.72563082,-0.235444234,0.476491759,-0.158663089,0.701682169,-0.071596747,0.805722983,NA
Bradi3g34900,-0.024441164,0.973774099,-0.184640523,0.385778185,-0.008506183,0.988660169,0.217088677,0.084423379,dsRNA-binding protein 2
Bradi3g34905,0.86317899,0.753704719,-0.124059582,0.891206925,-0.941702526,0.191221099,0.348208015,0.525326035,Ribonuclease H-like superfamily protein
Bradi3g34910,-0.138298281,0.694328491,0.002283047,0.991172923,0.103452114,0.647151496,-0.048722881,0.776597814,cytochrome B561-1
Bradi3g34920,-0.093927962,0.940046454,-0.596055616,0.006998697,0.054201643,0.953888283,-0.192262863,0.422604916,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Bradi3g34930,-0.047253032,0.933995744,-0.128752833,0.276626825,-0.282910595,0.29311823,-0.101331719,0.229142529,"nuclear factor Y, subunit B13"
Bradi3g34940,0.135393082,0.928278042,-0.09673841,0.796345414,0.158407775,0.818067115,0.159521519,0.560439209,cyclophilin 38
Bradi3g34950,0.041605116,0.971296971,0.548178905,0.051067317,-0.058370453,0.947740842,-0.47454522,0.154688072,polygalacturonase 2
Bradi3g34955,0.632484791,0.776524151,0.834276865,0.266008276,0.658094001,0.46076771,-1.032295786,0.260632394,NA
Bradi3g34961,0.079371494,0.929807619,0.241547964,0.084127725,0.356790113,0.130584368,0.183443111,0.100543499,Concanavalin A-like lectin protein kinase family protein
Bradi3g34967,-0.097850158,0.846155918,-0.126985322,0.499868284,-0.190775839,0.507851517,-0.458232484,1.62E-05,NB-ARC domain-containing disease resistance protein
Bradi3g34980,NA,NA,-0.505295965,0.691859068,NA,NA,0.488338784,0.582315568,"Oxidoreductase, zinc-binding dehydrogenase family protein"
Bradi3g34990,0.151947726,0.817181615,0.41592627,0.06294683,0.341119177,0.31214017,0.098056015,0.7659007,like SEX4 1
Bradi3g35000,0.067251522,0.889193277,0.235996758,0.074858936,0.294532747,0.082119694,0.175267612,0.202877729,ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein
Bradi3g35007,-0.000360903,0.999397583,-0.32892096,0.125410175,-0.168175391,0.864930559,0.054335567,0.779725544,"cytochrome P450, family 71, subfamily B, polypeptide 34"
Bradi3g35020,-0.277576328,0.41099466,-0.064692682,0.859210341,-0.495854089,0.012954566,0.331354862,0.119825213,"cytochrome P450, family 71 subfamily B, polypeptide 7"
Bradi3g35027,-0.689941678,0.613021156,0.913456061,8.64E-05,-1.38810599,0.007195205,0.097353484,0.822087721,terpene synthase 21
Bradi3g35037,0.085813159,0.86317132,0.188243697,0.204237291,0.25711976,0.222154421,0.210365871,0.007579642,Tetratricopeptide repeat (TPR)-like superfamily protein
Bradi3g35050,-0.032565321,0.982468863,-0.248594205,0.563923486,0.264328761,0.629101159,-0.170618064,0.629327581,Thioredoxin z
Bradi3g35060,0.085429596,0.927780201,-0.174512301,0.506341528,0.144545903,0.760748685,0.928935468,2.99E-16,Auxin-responsive family protein
Bradi3g35067,-0.131785615,0.751967998,-0.304590724,0.164566078,-0.401093085,0.331435354,0.010042108,0.965354013,FAD-binding Berberine family protein
Bradi3g35080,-0.207182783,0.28072709,-0.141687894,0.214355451,-0.203287486,0.603359373,0.116999775,0.539301715,Sterile alpha motif (SAM) domain-containing protein
Bradi3g35100,NA,NA,0.645765262,NA,NA,NA,0.310260553,0.69756009,RAB GTPase homolog A1F
Bradi3g35110,0.043933765,0.951241907,0.081272468,0.806322862,0.058231524,0.877597874,-0.061077312,0.750692973,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
Bradi3g35120,-0.578742729,0.203407425,0.24036817,0.395638821,-0.320068544,0.442217185,0.227613547,0.48895805,"Protein of unknown function, DUF599"
Bradi3g35130,0.466579018,0.844805172,-1.56738413,0.001138152,0.949523138,0.270475518,-0.153479791,0.829832247,Protein kinase superfamily protein
Bradi3g35137,-0.2071143,0.849786816,-0.187135768,0.288661134,-0.112177249,0.747449193,-0.200709942,0.426367089,HAESA-like 1
Bradi3g35150,-0.065635249,0.916308996,-0.112874434,0.579444866,0.094687728,0.707679013,-0.033072209,0.823871219,nudix hydrolase homolog 15
Bradi3g35160,-0.148458449,0.748909575,-0.165632446,0.14298072,-0.273443429,0.133238411,0.38243414,1.32E-05,nudix hydrolase homolog 15
Bradi3g35170,0.062514726,0.978037175,0.166980694,0.751226093,-0.677424473,0.130264113,-1.504679449,4.90E-155,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
Bradi3g35180,-0.014145695,0.964621337,-0.032123985,0.785748761,-0.198086818,0.096406494,0.093481948,0.541945387,UDP-D-glucose/UDP-D-galactose 4-epimerase 5
Bradi3g35190,NA,NA,-0.324050445,0.790942787,NA,NA,-0.074567523,0.937180878,DNAJ heat shock family protein
Bradi3g35197,0.084382591,0.776739012,-0.166182297,0.148448859,-0.018532375,0.941158082,-0.005525961,0.970897051,NA
Bradi3g35210,0.337759968,0.745313454,-0.405066767,0.272190923,0.307493774,0.523987588,-0.182570547,0.573006524,Pentatricopeptide repeat (PPR-like) superfamily protein
Bradi3g35220,-0.100175715,0.813670391,0.010134813,0.973053597,-0.496921351,0.192333149,0.097748192,0.359255981,Ubiquitin-conjugating enzyme family protein
Bradi3g35231,NA,NA,-0.464904515,0.638744278,-0.249570993,0.894930645,-0.814955923,0.212429462,FAD-binding Berberine family protein
Bradi3g35236,-0.106126662,0.753704719,-0.185559254,0.174884305,-0.347144778,0.309733988,-0.402299881,0.095357447,NA
Bradi3g35240,NA,NA,1.102196768,NA,-2.984367163,0.029059375,0.101302126,0.930214673,Cysteine/Histidine-rich C1 domain family protein
Bradi3g35250,-0.0212685,0.990662501,-0.314582631,0.284285379,-0.558025697,0.227810373,-0.870910849,3.63E-07,Heavy metal transport/detoxification superfamily protein 
Bradi3g35257,0.246985539,0.87276807,0.860303446,0.078047034,-0.422618104,0.421286774,-1.237346634,0.000692846,pentatricopeptide (PPR) repeat-containing protein
Bradi3g35270,-0.170720434,0.925354269,0.098112307,0.927808036,-0.645931055,0.425286054,-2.157992796,3.09E-27,NA
Bradi3g35290,-0.396171067,0.905248239,0.096971369,0.930079506,-0.589115075,0.378267471,-2.212903056,1.25E-22,NA
Bradi3g35295,-2.112459935,0.301301814,0.719975555,0.326391585,-0.013254185,0.9817477,-2.161764626,2.02E-05,NA
Bradi3g35310,0.25717713,0.932897998,0.365657547,0.491531304,0.406633561,0.512785678,0.420432268,0.286377545,Glucose-methanol-choline (GMC) oxidoreductase family protein
Bradi3g35320,0.230258227,0.321668624,0.302446241,0.174338814,0.050686648,0.952597942,0.336350294,0.042054085,NA
Bradi3g35330,0.493689096,0.900665285,-0.125365338,0.904554626,0.580639726,0.715370075,-0.276239525,0.5582628,SU(VAR)3-9 homolog 5
Bradi3g35340,0.262133162,0.496744279,-0.396319277,0.018222495,-0.743821983,0.008977212,0.134490985,0.481620059,homolog of CFIM-25
Bradi3g35344,NA,NA,0.188888062,0.870001096,NA,NA,0.773818688,0.19478578,NA
Bradi3g35350,-0.00115321,0.997983136,0.295735829,0.001498486,0.335102198,0.014514593,0.199292487,0.001433692,aminopeptidase M1
Bradi3g35370,-0.064440877,0.869234192,-0.070661021,0.721802558,-0.090805291,0.773636425,-0.539948353,0.000271569,SPFH/Band 7/PHB domain-containing membrane-associated protein family
Bradi3g35377,0.104379286,0.91956058,0.145280399,0.681710878,0.079993588,0.876282731,0.354697342,0.13377319,ABC2 homolog 6
Bradi3g35390,0.454223128,0.127260631,0.02728712,0.90096681,-0.11485176,0.774696558,-0.729000028,0.038130192,ABC2 homolog 6
Bradi3g35400,0.379643078,0.082161826,-0.188379204,0.166944972,-0.274687276,0.427455939,-1.010100561,0.000164299,ATP-binding cassette A2
Bradi3g35410,0.065991834,0.91443671,-0.019815187,0.923178035,-0.192592195,0.694781002,-0.007979981,0.971511664,Uncharacterised conserved protein UCP009193
Bradi3g35430,-0.215182011,0.895560716,0.635389485,0.205346294,0.519744182,0.358047576,-0.089328115,0.855835538,NA
Bradi3g35441,0.077342845,0.942233684,-0.386909059,0.391320226,-0.109273954,0.936053944,0.994003347,0.014874369,ovate family protein 13
Bradi3g35450,-0.003870641,0.998041994,-0.267780628,0.537991614,-0.179250417,0.486688565,-0.340901376,0.106986817,ovate family protein 6
Bradi3g35470,-0.088605887,0.838299472,-0.106400929,0.362579528,-0.006854813,0.980814167,0.093233938,0.312993277,SNARE-like superfamily protein
Bradi3g35490,-0.085299245,0.843487599,-0.162927066,0.408242252,-0.1584335,0.863221097,0.339217635,0.026357003,Chloroplast-targeted copper chaperone protein
Bradi3g35500,-0.723077242,0.770432237,0.240897175,0.780868247,-0.05404093,0.975844303,1.83865942,0.00848443,NA
Bradi3g35510,0.54608772,0.027609624,0.148573587,0.506437156,0.038436362,0.975844303,0.360857946,0.064186141,sulfate transporter 1;3
Bradi3g35517,-0.26557409,0.789160691,-0.078337736,0.756587842,-0.051593028,0.897363954,0.046800457,0.851821687,"tRNA modification GTPase, putative"
Bradi3g35535,-0.162772405,0.810688954,0.120465535,0.574962208,0.308216195,0.508718438,0.6508551,0.000147346,Fibronectin type III domain-containing protein
Bradi3g35540,-0.382354458,0.078915283,-0.283182772,0.019433134,-0.291261532,0.16385454,0.220283994,0.089274957,Protein of unknown function (DUF581)
Bradi3g35550,-0.16055734,0.774685211,0.316079908,0.023384357,-0.695233308,0.121593825,-1.453091062,3.70E-06,Transducin/WD40 repeat-like superfamily protein
Bradi3g35560,0.001947363,0.997729523,0.090562958,0.654290509,0.100081324,0.858149402,0.430750434,0.000138099,related to AP2 4
Bradi3g35590,-0.865045056,1.01E-13,-0.104939293,0.728751894,-0.293157297,0.372383931,-2.131217533,5.78E-06,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Bradi3g35600,-0.253675899,0.814107869,-0.453568057,0.040239905,-0.178894919,0.658722557,-0.052466251,0.855787063,VQ motif-containing protein
Bradi3g35610,-0.003741636,0.996090981,0.062713525,0.825694368,0.262597835,0.200568303,-0.529891898,0.014965226,Major facilitator superfamily protein
Bradi3g35614,NA,NA,-0.48562831,0.599700352,-0.874209855,0.744553445,0.034029755,0.963607617,Protein of Unknown Function (DUF239)
Bradi3g35617,-0.346775373,0.833941331,-0.193185325,0.664404208,-0.169155127,0.788669648,0.310426877,0.290085327,NA
Bradi3g35618,NA,NA,NA,NA,NA,NA,1.785846857,0.078561609,RING/U-box superfamily protein
Bradi3g35625,-1.35707461,0.585163867,-0.469646808,0.525310922,-0.946790569,0.092259099,-0.656799365,0.273440537,Protein of Unknown Function (DUF239)
Bradi3g35630,NA,NA,0.257454622,0.801574068,-0.639765617,0.559093164,-0.146270676,0.884232268,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Bradi3g35640,-0.747575539,0.022835522,-0.778014361,6.19E-06,-0.840289087,0.000261062,-0.553696688,0.000314616,NA
Bradi3g35650,-0.017853642,0.960892816,-0.280576232,0.003495765,-0.164694079,0.192730919,-0.291977738,0.010846296,RNA-binding (RRM/RBD/RNP motifs) family protein
Bradi3g35660,NA,NA,-0.887068242,0.205855945,NA,NA,-0.126205068,0.870803099,Zinc finger (C3HC4-type RING finger) family protein
Bradi3g35670,2.141955979,0.405505907,-1.144533818,0.087235933,-0.422092198,0.767763608,-0.026914948,0.969836628,DPP6 N-terminal domain-like protein
Bradi3g35700,NA,NA,NA,NA,NA,NA,-0.291315092,0.744772981,Zinc finger (C3HC4-type RING finger) family protein
Bradi3g35720,-0.044226416,0.947656513,-0.006480058,0.979051495,-0.096667186,0.810884608,0.133569012,0.347297058,APR-like 4
Bradi3g35726,-0.009760095,0.993910079,0.15550766,0.615379429,0.225800813,0.406426145,0.008162525,0.965559758,Uncharacterised protein family (UPF0041)
Bradi3g35732,0.173241408,0.547921775,0.026219723,0.839258307,0.025104026,0.924888971,0.116281863,0.404798093,Uncharacterised protein family (UPF0041)
Bradi3g35740,0.003942902,0.995532597,0.26881181,0.058340695,0.075800527,0.842716178,0.010874939,0.960287823,plant adhesion molecule 1
Bradi3g35746,0.295893115,0.574577729,-0.664740701,0.064595645,-0.167186157,0.641821877,-0.876324152,4.12E-07,Protein of unknown function (DUF1262)
Bradi3g35762,0.80233756,0.152078873,-0.20753561,0.679031609,-0.128717594,0.840671072,-0.98282792,0.000277508,Protein of unknown function (DUF1262)
Bradi3g35771,-0.378837216,0.849786816,-0.810953838,0.239304359,-0.474975978,0.64257857,-1.988705883,0.000948844,"ATPase, AAA-type, CDC48 protein"
Bradi3g35781,-0.46801642,0.811022004,0.24547225,0.686712755,0.11538528,0.902213099,-0.514768795,0.269894302,NA
Bradi3g35790,-0.111743615,0.916024687,0.051810899,0.896407703,-0.192136589,0.711460516,0.166004931,0.491075009,zinc finger (C3HC4-type RING finger) family protein / BRCT domain-containing protein
Bradi3g35800,-0.243742416,0.418333195,0.036104235,0.876011192,-0.339623215,0.496303164,0.256150098,0.010878844,NA
Bradi3g35820,0.282862709,0.208398191,0.05469397,0.806322862,-0.162050664,0.889312353,-1.864952125,9.20E-05,trehalose-6-phosphatase synthase S8
Bradi3g35830,-0.123768662,0.958135261,0.106908417,0.887666455,-0.315808591,0.741726232,-1.649449399,5.85E-10,ARM repeat superfamily protein
Bradi3g35840,-0.502608439,0.591155799,-0.512315383,0.077419306,0.416737402,0.384301074,0.496617487,0.293356487,"cytochrome P450, family 87, subfamily A, polypeptide 2"
Bradi3g35850,-0.003662956,0.992517532,-0.289759398,0.034839046,-0.088729173,0.636160413,-0.045972104,0.706020782,homeobox 1
Bradi3g35860,0.004015594,0.994056584,0.087003415,0.46045241,0.158811921,0.413122236,-0.165260454,0.03764573,"hydrolases, acting on acid anhydrides, in phosphorus-containing anhydrides;ATP-dependent helicases;nucleic acid binding;ATP binding;RNA binding;helicases"
Bradi3g35870,-0.153270348,0.560173735,0.014373471,0.951199012,-0.293804194,0.448625663,-0.14485796,0.147378229,splicing factor PWI domain-containing protein / RNA recognition motif (RRM)-containing protein
Bradi3g35880,0.102722111,0.914922594,-0.182414132,0.565749899,-0.187636146,0.542516443,-0.79315178,0.041583982,NA
Bradi3g35891,-0.219430927,0.557910082,-0.13568938,0.736259349,-0.135660748,0.659658395,0.242673531,0.438156655,NA
Bradi3g35900,-0.12297431,0.809668341,0.099312458,0.6420485,-0.101244897,0.869716724,0.173108592,0.104368275,Protein of unknown function (DUF3353)
Bradi3g35910,-0.058863625,0.921306771,-0.255832074,0.205016024,0.06113256,0.950401996,-0.260550099,0.25234093,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Bradi3g35940,0.053131651,0.901414916,-0.187121211,0.340813465,0.119526222,0.634774309,-1.574113867,1.46E-05,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Bradi3g36000,0.37616206,0.884881811,-0.073852154,0.918804516,-0.495177845,0.506675659,0.744684451,0.056580458,NA
Bradi3g36010,-0.031561897,0.926575283,0.244672564,0.072761469,0.307225084,0.5808825,0.234767509,0.062173315,Xanthine/uracil permease family protein
Bradi3g36020,0.027445954,0.972647011,-0.290868766,0.110102561,-0.419168648,0.087149777,-0.586272582,0.01040673,NA
Bradi3g36030,-0.606201854,0.761865248,-0.818608286,0.099287936,-0.781180739,0.425286054,-0.552084422,0.420419641,Ubiquitin carboxyl-terminal hydrolase-related protein
Bradi3g36080,0.198529153,0.43072415,0.248070193,0.06123019,0.304869203,0.448916459,0.019270944,0.917000461,NPK1-related protein kinase 2
Bradi3g36090,-0.116989146,0.860818532,-0.333045596,0.115772194,-0.078087653,0.916223001,-0.280929873,0.030895235,RING/U-box superfamily protein with ARM repeat domain
Bradi3g36110,-0.214170649,0.365095385,-0.227117841,0.020219048,-0.157363707,0.573927618,-0.039422752,0.824662959,PHD finger family protein / bromo-adjacent homology (BAH) domain-containing protein
Bradi3g36120,NA,NA,0.883557154,0.355108562,-1.181953017,0.311026153,-1.101428945,0.026938408,Lycopene beta/epsilon cyclase protein
Bradi3g36130,0.063113645,0.932418862,-0.130054587,0.514740928,-0.041087356,0.943632411,-0.074980762,0.608161085,Cation efflux family protein
Bradi3g36140,0.02803694,0.965062618,-0.062616808,0.750447308,0.356458658,0.06607016,0.173057014,0.135058245,3-methylcrotonyl-CoA carboxylase
Bradi3g36150,-0.012214759,0.966082409,-0.031308399,0.800547626,0.071225135,0.79212893,-0.05917128,0.375987677,aldehyde dehydrogenase 10A8
Bradi3g36160,-0.42271725,0.397468005,0.382602386,0.424257103,0.893868186,0.02754607,0.391952281,0.171189049,NA
Bradi3g36190,0.039984028,0.916024687,0.090873107,0.508913203,0.28277121,0.624313871,0.092899462,0.425928232,chromatin assembly factor-1 (FASCIATA1) (FAS1)
